language,problem_id,category,title,core,input_size,trial,elapsed_ns,iterations,checksum
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,17,8058,621,766
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,18,8664,582,766
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,19,10471,480,766
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,0,45795,111,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,1,39263,129,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,2,38196,132,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,3,39018,129,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,4,43399,117,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,5,40520,126,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,6,37185,135,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,7,37613,135,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,8,37512,135,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,9,39554,129,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,10,39804,126,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,11,40193,126,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,12,42514,120,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,13,32800,153,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,14,31584,159,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,15,31945,159,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,16,36300,138,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,17,30813,165,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,18,32113,156,3048
v,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,19,35342,144,3048
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,0,2465,2028,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,1,2279,2196,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,2,2586,1959,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,3,2508,1995,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,4,2377,2121,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,5,2680,1866,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,6,2329,2148,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,7,2056,2433,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,8,2519,1986,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,9,2444,2046,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,10,2213,2271,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,11,2049,2442,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,12,2237,2235,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,13,2191,2283,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,14,2446,2046,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,15,2354,2151,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,16,2569,1992,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,17,2569,1947,9181995464018558168
v,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,18,2332,2145,9181995464018558168
